RR Monitoring Started at Tue Aug  5 02:13:09 AM IST 2025
================================================
Timestamp,Domain,Run,Type,TW6,TW7,TW8,TW9,TW10,TW11,TW12,TW13,TW14,TW19,TW20,TW21,TW22_ANS_decrypt_end,TW22,TW23,TW24,RR_RTT_ms,PowerDNS_RTT_ms,ANS_RTT_ms,Status
2025-08-05 02:20:52,roydns.xyz,63,Custom,1754340644.694116,1754340644.694394,1754340644.702314,,,,1754340644.702577,1754340644.705709,1754340644.776199,1754340644.928200,1754340644.924962,1754340644.924985,1754340644.928191,1754340644.928211,1754340644.929847,1754340644.929850,235.78,,225.63,SUCCESS
2025-08-05 02:20:53,roydns.xyz,64,Custom,1754340648.143190,1754340648.143397,1754340648.151048,,,,1754340648.151295,1754340648.155142,1754340648.240495,1754340648.414851,1754340648.410113,1754340648.410136,1754340648.414835,1754340648.414865,1754340648.417048,1754340648.417054,273.94,,263.57,SUCCESS
2025-08-05 02:20:59,roydns.xyz,65,Custom,1754340651.625666,1754340651.625951,1754340651.633648,,,,1754340651.633899,1754340651.637981,1754340651.724024,1754340651.894783,1754340651.891529,1754340651.891550,1754340651.894775,1754340651.894794,1754340651.896406,1754340651.896409,270.79,,260.89,SUCCESS
2025-08-05 02:21:00,roydns.xyz,66,Custom,1754340655.105002,1754340655.105156,1754340655.112998,,,,1754340655.113253,1754340655.115397,1754340655.198904,1754340655.373974,1754340655.370766,1754340655.370780,1754340655.373965,1754340655.373985,1754340655.375596,1754340655.375598,270.64,,260.73,SUCCESS
2025-08-05 02:21:06,roydns.xyz,67,Custom,1754340658.589201,1754340658.589488,1754340658.597409,,,,1754340658.597665,1754340658.601096,1754340658.669632,1754340658.813790,1754340658.809729,1754340658.809757,1754340658.813780,1754340658.813803,1754340658.815838,1754340658.815841,226.69,,216.13,SUCCESS
2025-08-05 02:21:07,roydns.xyz,68,Custom,1754340662.024926,1754340662.025074,1754340662.029075,,,,1754340662.029306,1754340662.031103,1754340662.108868,1754340662.268705,1754340662.264601,1754340662.264617,1754340662.268696,1754340662.268715,1754340662.270389,1754340662.270391,245.51,,239.41,SUCCESS
2025-08-05 02:21:13,roydns.xyz,69,Custom,1754340665.491148,1754340665.491349,1754340665.497880,,,,1754340665.498231,1754340665.500000,1754340665.585706,1754340665.763353,1754340665.760157,1754340665.760173,1754340665.763345,1754340665.763364,1754340665.764981,1754340665.764984,273.89,,265.13,SUCCESS
2025-08-05 02:21:14,roydns.xyz,70,Custom,1754340668.982634,1754340668.982880,1754340668.987755,,,,1754340668.987964,1754340668.989646,1754340669.059840,1754340669.205479,1754340669.202161,1754340669.202174,1754340669.205471,1754340669.205490,1754340669.207163,1754340669.207166,224.58,,217.52,SUCCESS
2025-08-05 02:21:20,roydns.xyz,71,Custom,1754340672.426523,1754340672.426684,1754340672.434632,,,,1754340672.435000,1754340672.439072,1754340672.532045,1754340672.720713,1754340672.716585,1754340672.716610,1754340672.720702,1754340672.720726,1754340672.722757,1754340672.722760,296.29,,285.72,SUCCESS
2025-08-05 02:21:21,roydns.xyz,72,Custom,1754340675.935787,1754340675.936075,1754340675.944493,,,,1754340675.944747,1754340675.948881,1754340676.017291,1754340676.163681,1754340676.158717,1754340676.158740,1754340676.163668,1754340676.163702,1754340676.166208,1754340676.166212,230.49,,218.94,SUCCESS
2025-08-05 02:21:27,roydns.xyz,73,Custom,1754340679.371462,1754340679.371715,1754340679.376677,,,,1754340679.376982,1754340679.378683,1754340679.466638,1754340679.645258,1754340679.642009,1754340679.642025,1754340679.645248,1754340679.645268,1754340679.646892,1754340679.646895,275.48,,268.28,SUCCESS
2025-08-05 02:21:28,roydns.xyz,74,Custom,1754340682.849262,1754340682.849534,1754340682.854184,,,,1754340682.854435,1754340682.856242,1754340682.925217,1754340683.070561,1754340683.066409,1754340683.066430,1754340683.070546,1754340683.070573,1754340683.072373,1754340683.072377,223.19,,216.14,SUCCESS
2025-08-05 02:21:34,roydns.xyz,75,Custom,1754340686.288433,1754340686.288584,1754340686.296261,,,,1754340686.296570,1754340686.298727,1754340686.369064,1754340686.515241,1754340686.511241,1754340686.511259,1754340686.515231,1754340686.515256,1754340686.517279,1754340686.517282,228.90,,218.68,SUCCESS
2025-08-05 02:21:35,roydns.xyz,76,Custom,1754340689.734908,1754340689.735150,1754340689.739658,,,,1754340689.739910,1754340689.742033,1754340689.835807,1754340690.031288,1754340690.026467,1754340690.026488,1754340690.031271,1754340690.031302,1754340690.033571,1754340690.033574,298.75,,291.39,SUCCESS
2025-08-05 02:21:41,roydns.xyz,77,Custom,1754340693.241889,1754340693.242182,1754340693.246578,,,,1754340693.246834,1754340693.248719,1754340693.333068,1754340693.507478,1754340693.504236,1754340693.504259,1754340693.507468,1754340693.507489,1754340693.509092,1754340693.509094,267.25,,260.65,SUCCESS
2025-08-05 02:21:42,roydns.xyz,78,Custom,1754340696.729657,1754340696.729902,1754340696.736326,,,,1754340696.736588,1754340696.738703,1754340696.832333,1754340697.023798,1754340697.018806,1754340697.018836,1754340697.023781,1754340697.023819,1754340697.026097,1754340697.026101,296.52,,287.23,SUCCESS
2025-08-05 02:21:48,roydns.xyz,79,Custom,1754340700.237752,1754340700.238021,1754340700.244497,,,,1754340700.244735,1754340700.247502,1754340700.341513,1754340700.532622,1754340700.528567,1754340700.528586,1754340700.532611,1754340700.532634,1754340700.534665,1754340700.534668,296.97,,287.90,SUCCESS
2025-08-05 02:21:49,roydns.xyz,80,Custom,1754340703.743541,1754340703.743800,1754340703.749519,,,,1754340703.749747,1754340703.751439,1754340703.828993,1754340703.986949,1754340703.983603,1754340703.983619,1754340703.986940,1754340703.986960,1754340703.988572,1754340703.988575,245.08,,237.21,SUCCESS
2025-08-05 02:21:55,roydns.xyz,81,Custom,1754340707.213209,1754340707.213605,1754340707.217736,,,,1754340707.217959,1754340707.219747,1754340707.289683,1754340707.433688,1754340707.429670,1754340707.429687,1754340707.433677,1754340707.433702,1754340707.435732,1754340707.435735,222.58,,215.74,SUCCESS
2025-08-05 02:21:56,roydns.xyz,82,Custom,1754340710.635745,1754340710.636001,1754340710.642546,,,,1754340710.642778,1754340710.644569,1754340710.730118,1754340710.907297,1754340710.903876,1754340710.903892,1754340710.907288,1754340710.907308,1754340710.908976,1754340710.908978,273.28,,264.53,SUCCESS
2025-08-05 02:22:02,roydns.xyz,83,Custom,1754340714.115673,1754340714.116074,1754340714.121589,,,,1754340714.121824,1754340714.123674,1754340714.217687,1754340714.413852,1754340714.410603,1754340714.410627,1754340714.413843,1754340714.413862,1754340714.415477,1754340714.415480,299.85,,292.04,SUCCESS
2025-08-05 02:22:03,roydns.xyz,84,Custom,1754340717.627628,1754340717.627865,1754340717.636430,,,,1754340717.636685,1754340717.640746,1754340717.711564,1754340717.854868,1754340717.848821,1754340717.848845,1754340717.854851,1754340717.854882,1754340717.857124,1754340717.857127,229.58,,218.19,SUCCESS
2025-08-05 02:22:08,roydns.xyz,85,Custom,1754340721.073632,1754340721.073920,1754340721.078345,,,,1754340721.078604,1754340721.080904,1754340721.166309,1754340721.338984,1754340721.335797,1754340721.335812,1754340721.338976,1754340721.338996,1754340721.340594,1754340721.340596,267.01,,260.39,SUCCESS
2025-08-05 02:22:10,roydns.xyz,86,Custom,1754340724.551587,1754340724.551783,1754340724.556009,,,,1754340724.556250,1754340724.558361,1754340724.629043,1754340724.779596,1754340724.775525,1754340724.775541,1754340724.779586,1754340724.779607,1754340724.781645,1754340724.781648,230.12,,223.36,SUCCESS
2025-08-05 02:22:12,roydns.xyz,87,Custom,1754340727.987654,1754340727.987897,1754340727.992122,,,,1754340727.992337,1754340727.993994,1754340728.072785,1754340728.229530,1754340728.226346,1754340728.226361,1754340728.229521,1754340728.229540,1754340728.231134,1754340728.231136,243.57,,237.20,SUCCESS
2025-08-05 02:22:18,roydns.xyz,88,Custom,1754340731.446882,1754340731.447164,1754340731.453232,,,,1754340731.453495,1754340731.455276,1754340731.524999,1754340731.667553,1754340731.664160,1754340731.664184,1754340731.667544,1754340731.667564,1754340731.669303,1754340731.669306,222.57,,214.07,SUCCESS
2025-08-05 02:22:19,roydns.xyz,89,Custom,1754340734.860091,1754340734.860353,1754340734.866899,,,,1754340734.867133,1754340734.868970,1754340734.939892,1754340735.088034,1754340735.084578,1754340735.084595,1754340735.088025,1754340735.088047,1754340735.089795,1754340735.089797,229.76,,220.91,SUCCESS
2025-08-05 02:22:25,roydns.xyz,90,Custom,1754340738.309733,1754340738.310002,1754340738.318888,,,,1754340738.319126,1754340738.321781,1754340738.391754,1754340738.534956,1754340738.531066,1754340738.531084,1754340738.534930,1754340738.534974,1754340738.537455,1754340738.537460,227.82,,215.84,SUCCESS
2025-08-05 02:22:26,roydns.xyz,91,Custom,1754340741.760907,1754340741.761168,1754340741.767732,,,,1754340741.767971,1754340741.769888,1754340741.857079,1754340742.029478,1754340742.026011,1754340742.026027,1754340742.029467,1754340742.029489,1754340742.031215,1754340742.031219,270.36,,261.52,SUCCESS
2025-08-05 02:22:32,roydns.xyz,92,Custom,1754340745.252876,1754340745.253139,1754340745.260801,,,,1754340745.261050,1754340745.265104,1754340745.335794,1754340745.484076,1754340745.479062,1754340745.479086,1754340745.484063,1754340745.484090,1754340745.486719,1754340745.486724,233.91,,223.04,SUCCESS
2025-08-05 02:22:33,roydns.xyz,93,Custom,1754340748.684477,1754340748.684788,1754340748.692436,,,,1754340748.692701,1754340748.694854,1754340748.780464,1754340748.953491,1754340748.949577,1754340748.949599,1754340748.953481,1754340748.953501,1754340748.955231,1754340748.955234,270.81,,260.80,SUCCESS
2025-08-05 02:22:39,roydns.xyz,94,Custom,1754340752.174703,1754340752.174964,1754340752.181584,,,,1754340752.181860,1754340752.184219,1754340752.260413,1754340752.419668,1754340752.415492,1754340752.415509,1754340752.419658,1754340752.419785,1754340752.421916,1754340752.421920,247.27,,237.82,SUCCESS
2025-08-05 02:22:40,roydns.xyz,95,Custom,1754340755.630642,1754340755.630940,1754340755.636741,,,,1754340755.636965,1754340755.639513,1754340755.724346,1754340755.901267,1754340755.897508,1754340755.897532,1754340755.901249,1754340755.901280,1754340755.903573,1754340755.903577,273.01,,264.31,SUCCESS
2025-08-05 02:22:46,roydns.xyz,96,Custom,1754340759.118937,1754340759.119220,1754340759.125826,,,,1754340759.126062,1754340759.128006,1754340759.221909,1754340759.411763,1754340759.408114,1754340759.408139,1754340759.411667,1754340759.411775,1754340759.413524,1754340759.413526,294.64,,285.71,SUCCESS
2025-08-05 02:22:47,roydns.xyz,97,Custom,1754340762.626310,1754340762.626613,1754340762.633481,,,,1754340762.633702,1754340762.635404,1754340762.713357,1754340762.871785,1754340762.867119,1754340762.867137,1754340762.871770,1754340762.871800,1754340762.873848,1754340762.873851,247.61,,238.09,SUCCESS
2025-08-05 02:22:53,roydns.xyz,98,Custom,1754340766.081576,1754340766.081711,1754340766.088553,,,,1754340766.088797,1754340766.090642,1754340766.161672,1754340766.304464,1754340766.300836,1754340766.300862,1754340766.304454,1754340766.304476,1754340766.306124,1754340766.306127,224.60,,215.68,SUCCESS
2025-08-05 02:22:54,roydns.xyz,99,Custom,1754340769.512258,1754340769.512542,1754340769.520205,,,,1754340769.520471,1754340769.524446,1754340769.594633,1754340769.741956,1754340769.737519,1754340769.737546,1754340769.741940,1754340769.741969,1754340769.744020,1754340769.744024,231.84,,221.50,SUCCESS
2025-08-05 02:23:06,roydns.xyz,100,Custom,1754340772.952289,1754340772.952573,1754340772.958868,,,,1754340772.959094,1754340772.961554,1754340773.047134,1754340773.221843,1754340773.216405,1754340773.216425,1754340773.221832,1754340773.221855,1754340773.224042,1754340773.224046,271.82,,262.76,SUCCESS
2025-08-05 02:23:06,cloudflare.com,101,Global,1754340776.452093,1754340776.452356,1754340776.459483,1754340776.459724,,1754340779.329789,,,,,,,,1754340779.329841,1754340779.332749,1754340779.332760,2880.76,2870.09,,SUCCESS
2025-08-05 02:23:07,cloudflare.com,102,Global,1754340782.532250,1754340782.532512,1754340782.540175,1754340782.540430,,1754340782.541036,,,,,,,,1754340782.541090,1754340782.543968,1754340782.543980,11.83,0.63,,SUCCESS
