timestamp,domain,run,query_time_ms,query_size,response_size,resolver,error
2025-09-02T07:13:00.993809,cloudflare.com,82,2.32,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.011345,cloudflare.com,83,2.64,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.027936,cloudflare.com,84,3.0,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.043861,cloudflare.com,85,2.36,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.059745,cloudflare.com,86,2.34,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.075581,cloudflare.com,87,2.53,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.091684,cloudflare.com,88,2.33,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.107868,cloudflare.com,89,2.33,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.123793,cloudflare.com,90,2.32,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.140936,cloudflare.com,91,2.38,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.156890,cloudflare.com,92,2.38,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.172930,cloudflare.com,93,2.38,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.188577,cloudflare.com,94,2.31,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.204728,cloudflare.com,95,2.32,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.220962,cloudflare.com,96,2.38,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.236965,cloudflare.com,97,2.37,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.252783,cloudflare.com,98,2.32,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.268967,cloudflare.com,99,2.34,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.284931,cloudflare.com,100,2.35,26,40,dnscrypt-proxy,
2025-09-02T07:13:01.300636,spotify.com,1,2.13,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.316392,spotify.com,2,2.08,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.332444,spotify.com,3,2.43,23,25,dnscrypt-proxy,
